Theta,Phi,x,y,z
4.114173,0.921591,-0.448601,-0.658234,0.604554
2.023985,1.981909,-0.401353,0.824144,-0.399629
0.791266,2.068198,0.617767,0.625059,-0.477143
5.344017,0.634556,0.350036,-0.478446,0.805335
0.104369,2.385037,0.682686,0.071511,-0.727204
3.541395,1.357865,-0.900335,-0.380445,0.211326
0.346669,0.293605,0.272188,0.098330,0.957207
6.278701,1.526951,0.999029,-0.004480,0.043831
5.780866,1.455758,0.870675,-0.478277,0.114784
3.024529,1.949772,-0.922686,0.108509,-0.369969
4.872304,0.669950,0.098876,-0.613024,0.783852
5.750366,1.033705,0.740097,-0.436443,0.511639
2.787858,0.632369,-0.554462,0.204745,0.806629
1.804436,1.106723,-0.207034,0.869941,0.447594
3.763000,1.151207,-0.742532,-0.531680,0.407385
2.302188,1.641366,-0.666244,0.742393,-0.070511
1.554110,0.664361,0.010288,0.616471,0.787311
2.374784,2.432826,-0.468730,0.451619,-0.759165
0.818555,0.735035,0.458214,0.489654,0.741808
5.755394,1.078722,0.761421,-0.443874,0.472455
0.375330,2.759362,0.347026,0.136731,-0.927835
5.861105,1.205207,0.851952,-0.382586,0.357500
1.426585,0.982772,0.119574,0.823402,0.554718
3.622267,1.091905,-0.786937,-0.410363,0.460796
2.371604,0.410592,-0.286559,0.277861,0.916884
3.232702,2.274498,-0.759290,-0.069371,-0.647044
5.103550,1.158787,0.349357,-0.847106,0.400451
3.981706,2.131729,-0.565109,-0.630597,-0.531976
0.833293,0.968279,0.554033,0.609818,0.566718
3.495687,2.525240,-0.542200,-0.200438,-0.815992
5.174191,1.668652,0.443431,-0.890968,-0.097699
3.303057,0.366548,-0.353733,-0.057617,0.933570
4.356076,0.513296,-0.171289,-0.460208,0.871131
5.231793,2.505019,0.295060,-0.516045,-0.804137
3.710263,2.231192,-0.665457,-0.425290,-0.613429
5.305942,2.885992,0.141408,-0.209583,-0.967512
1.197602,1.393492,0.358876,0.916569,0.176377
0.194705,1.717935,0.970504,0.191386,-0.146608
4.715474,1.183361,0.002857,-0.925877,0.377815
4.626114,0.154471,-0.013258,-0.153285,0.988093
6.062020,1.686409,0.969129,-0.217902,-0.115355
5.119435,1.820455,0.383624,-0.889824,-0.247073
1.937850,2.000354,-0.326264,0.848591,-0.416468
2.034476,1.387164,-0.439723,0.879375,0.182602
5.325217,1.473372,0.572456,-0.814145,0.097270
0.512442,1.158590,0.798548,0.449238,0.400632
4.439112,2.042392,-0.240428,-0.857787,-0.454309
0.599635,1.727465,0.815431,0.557430,-0.156028
0.174859,1.909149,0.928918,0.164106,-0.331934
5.726182,2.317180,0.623178,-0.388104,-0.678988
5.649966,1.719486,0.797232,-0.585214,-0.148142
0.688275,1.643960,0.770277,0.633507,-0.073098
0.828560,2.597938,0.349640,0.381204,-0.855824
3.690157,0.399997,-0.332278,-0.203066,0.921062
5.143905,1.525748,0.417824,-0.907411,0.045034
4.248599,2.357683,-0.315847,-0.631468,-0.708159
0.224991,0.667112,0.603126,0.138035,0.785612
2.832227,1.772288,-0.933257,0.298295,-0.200131
0.164779,1.429867,0.976675,0.162408,0.140463
5.344167,1.680280,0.587045,-0.802147,-0.109265
3.107870,2.224053,-0.793657,0.026774,-0.607776
6.030630,0.921737,0.771380,-0.199067,0.604438
1.779265,1.656039,-0.206211,0.974797,-0.085139
1.170578,2.170515,0.321628,0.760261,-0.564410
5.176923,1.400486,0.441525,-0.881096,0.169489
6.078820,1.355514,0.956587,-0.198261,0.213623
5.305686,1.569511,0.559097,-0.829101,0.001285
5.176001,2.016221,0.403549,-0.807170,-0.430841
2.554389,1.257331,-0.791926,0.527038,0.308357
2.712677,1.023640,-0.776649,0.355169,0.520261
5.756023,1.016696,0.734925,-0.427809,0.526179
4.605082,1.846245,-0.103063,-0.956768,-0.271978
1.712918,1.827352,-0.137008,0.957517,-0.253750
0.643756,1.972819,0.736076,0.552350,-0.391281
0.006062,1.514981,0.998424,0.006053,0.055787
5.087523,2.751121,0.139460,-0.354156,-0.924729
5.825001,0.469061,0.405423,-0.199951,0.891993
1.422408,1.221017,0.138892,0.929124,0.342690
0.912466,0.948929,0.497264,0.642931,0.582554
0.336602,0.460664,0.419596,0.146824,0.895758
4.246666,0.986670,-0.374611,-0.745350,0.551471
2.348576,2.363683,-0.492447,0.500008,-0.712382
5.413970,1.699405,0.640096,-0.757515,-0.128254
0.925931,2.110187,0.515749,0.685714,-0.513613
4.125413,1.455797,-0.550188,-0.827120,0.114746
5.395407,1.667685,0.628177,-0.772034,-0.096737
6.055773,1.699836,0.966153,-0.223583,-0.128682
2.093136,1.115863,-0.448165,0.778507,0.439403
1.406075,1.588308,0.163952,0.986313,-0.017511
4.612011,2.348270,-0.071418,-0.709100,-0.701481
4.640482,0.583525,-0.039584,-0.549545,0.834526
4.766630,1.066489,0.047465,-0.874222,0.483202
2.392234,2.031392,-0.655830,0.610183,-0.444482
1.882534,2.515656,-0.179690,0.557620,-0.810415
4.081571,1.241384,-0.558093,-0.764126,0.323487
2.405603,1.322868,-0.718504,0.650794,0.245397
5.089826,1.947637,0.342679,-0.864383,-0.367985
4.632445,2.143834,-0.067102,-0.837574,-0.542187
1.583967,1.028435,-0.011281,0.856418,0.516160
2.060801,2.031874,-0.421484,0.790192,-0.444913
3.798398,1.024679,-0.676756,-0.521778,0.519373
2.008631,1.892029,-0.402292,0.859344,-0.315736
5.453666,1.122299,0.608450,-0.664657,0.433612
4.100819,1.102176,-0.512255,-0.730481,0.451655
2.639054,1.186551,-0.812460,0.446530,0.374859
3.637585,1.944110,-0.818921,-0.443126,-0.364703
2.715007,1.724784,-0.899611,0.408869,-0.153380
5.861606,1.932426,0.853428,-0.382736,-0.353799
3.854419,1.682480,-0.751803,-0.649900,-0.111452
0.786249,2.099255,0.610127,0.611167,-0.504203
1.145568,2.101382,0.355811,0.785699,-0.506039
2.908743,0.769481,-0.676986,0.160548,0.718272
1.146070,0.481880,0.190973,0.422270,0.886125
3.845266,2.009930,-0.690128,-0.585633,-0.425155
2.311303,1.732109,-0.665903,0.728544,-0.160614
3.215572,1.795458,-0.972203,-0.072055,-0.222777
4.095293,0.850316,-0.434864,-0.612886,0.659745
3.287387,2.028130,-0.887714,-0.130349,-0.441557
5.439442,2.307532,0.492299,-0.553378,-0.671874
0.248329,1.730625,0.956970,0.242652,-0.159149
2.435926,2.453977,-0.483118,0.411627,-0.772761
1.634012,0.652630,-0.038364,0.606065,0.794490
3.891069,1.022683,-0.624808,-0.581458,0.521078
1.770781,1.030528,-0.170360,0.840479,0.514366
2.179054,1.700760,-0.566619,0.813724,-0.129598
5.841100,1.977450,0.830151,-0.392936,-0.395538
5.303400,1.293981,0.535989,-0.798766,0.273293
1.107339,0.930789,0.358570,0.717481,0.597201
0.939837,1.442390,0.585063,0.800814,0.128054
1.868607,2.212400,-0.235076,0.765872,-0.598481
3.077411,1.653585,-0.994523,0.063918,-0.082695
2.888345,0.220941,-0.212158,0.054907,0.975692
3.613515,0.529048,-0.449545,-0.229441,0.863288
1.536990,1.669142,0.033637,0.994599,-0.098188
0.639407,1.547269,0.802227,0.596555,0.023525
1.634454,0.901382,-0.049886,0.782597,0.620527
0.406961,1.257030,0.873493,0.376495,0.308643
1.378640,0.948218,0.155144,0.797426,0.583131
1.704228,2.333135,-0.096215,0.716794,-0.690615
1.725993,0.974621,-0.127909,0.817544,0.561481
1.998334,1.056009,-0.360894,0.792052,0.492350
1.496893,1.547636,0.073816,0.997003,0.023158
0.267080,1.553087,0.964394,0.263875,0.017708
1.249271,2.144140,0.265481,0.797041,-0.542444
4.753169,0.968933,0.033605,-0.823597,0.566179
3.208119,1.470613,-0.992785,-0.066144,0.100015
2.494584,1.642614,-0.795834,0.601248,-0.071756
1.535425,1.869968,0.033793,0.954983,-0.294729
5.567804,0.975815,0.625130,-0.543194,0.560493
2.455543,2.014536,-0.698818,0.572134,-0.429320
2.103034,2.425181,-0.333242,0.565847,-0.754167
3.821777,2.643129,-0.371684,-0.300680,-0.878318
0.480757,2.669095,0.403523,0.210466,-0.890434
1.718580,0.295304,-0.042853,0.287858,0.956714
0.117321,0.846197,0.743618,0.087644,0.662836
2.475507,1.340001,-0.765399,0.601529,0.228751
5.492139,1.349221,0.685912,-0.693705,0.219767
3.913847,1.364268,-0.701116,-0.682924,0.205063
0.315731,2.632195,0.463547,0.151421,-0.873039
1.648047,1.336746,-0.075070,0.969834,0.231919
4.868397,2.349023,0.110652,-0.703511,-0.702017
1.511231,2.524540,0.034446,0.577608,-0.815587
0.461868,2.099231,0.773111,0.384837,-0.504182
3.493186,1.745148,-0.924592,-0.339173,-0.173469
5.139725,0.934986,0.333461,-0.732236,0.593830
4.948318,1.476269,0.232703,-0.967957,0.094387
5.145599,1.064384,0.367099,-0.793707,0.485043
1.592746,3.050146,-0.002004,0.091298,-0.995822
2.516288,0.687400,-0.514468,0.371418,0.772898
4.943058,1.775750,0.223844,-0.953138,-0.203522
0.886441,1.546867,0.631992,0.774605,0.023927
0.236378,2.677188,0.435436,0.104888,-0.894089
1.486009,0.211483,0.017776,0.209156,0.977721
1.127067,1.874700,0.409637,0.861770,-0.299248
4.438065,0.978267,-0.224716,-0.798514,0.558461
4.815699,2.484146,0.063020,-0.607839,-0.791555
4.532317,2.048640,-0.159039,-0.873631,-0.459865
0.653453,0.164802,0.130260,0.099736,0.986451
2.146218,2.057471,-0.481005,0.741553,-0.467690
2.793449,0.795401,-0.671301,0.243633,0.699998
5.026888,2.590212,0.162052,-0.498169,-0.851802
6.061666,1.343670,0.950510,-0.214070,0.225179
0.888382,2.319796,0.461883,0.568358,-0.680907
5.096137,1.032695,0.321489,-0.796230,0.512506
4.655322,1.912836,-0.053732,-0.940539,-0.335409
5.968876,2.279017,0.722312,-0.234813,-0.650483
1.330215,2.069199,0.209281,0.853051,-0.478023
6.052897,0.134980,0.131018,-0.030717,0.990904
4.797540,0.612846,0.048919,-0.573113,0.818015
6.277946,1.275439,0.956685,-0.005012,0.291081
3.950436,1.947037,-0.642048,-0.672883,-0.367426
1.516275,1.321922,0.052815,0.967750,0.246314
4.012085,2.401297,-0.434685,-0.515759,-0.738269
4.966307,1.453163,0.249462,-0.961246,0.117362
3.646158,0.680869,-0.551027,-0.304302,0.777026
2.824756,0.315465,-0.294816,0.096665,0.950652
0.678012,1.796396,0.759086,0.611352,-0.223691
5.713135,1.823743,0.815085,-0.522502,-0.250258
3.645207,0.819975,-0.640355,-0.352839,0.682239
1.988106,1.175729,-0.374082,0.843764,0.384871
5.586944,2.905134,0.179739,-0.150241,-0.972174
2.825554,1.325070,-0.921923,0.301468,0.243261
3.514896,1.062944,-0.813611,-0.318665,0.486301
1.993141,2.735441,-0.161942,0.360361,-0.918648
5.342410,0.470166,0.266910,-0.366058,0.891493
3.531507,1.590192,-0.924767,-0.380038,-0.019394
2.094349,0.529494,-0.252528,0.437438,0.863063
2.747551,1.368289,-0.904496,0.376078,0.201126
3.771325,0.625492,-0.473189,-0.344816,0.810675
0.136542,1.140623,0.900434,0.123717,0.417029
5.998041,1.861689,0.919306,-0.269478,-0.286808
6.254049,2.906333,0.232997,-0.006791,-0.972454
2.147190,0.800510,-0.391155,0.601753,0.696341
5.756959,1.244015,0.818949,-0.475694,0.320996
4.257840,1.538678,-0.438830,-0.897996,0.032113
1.443229,2.163196,0.105544,0.822862,-0.558354
4.077997,0.515997,-0.292433,-0.397402,0.869801
1.122717,2.547407,0.242540,0.504568,-0.828605
2.179941,1.433648,-0.566794,0.812436,0.136718
0.049637,2.125939,0.848779,0.042166,-0.527065
5.375108,1.780128,0.601832,-0.771113,-0.207806
1.208145,1.006392,0.299735,0.789954,0.534913
2.929242,1.037908,-0.841996,0.181536,0.508024
3.425420,1.327581,-0.931737,-0.271790,0.240824
4.360654,2.662857,-0.158709,-0.432454,-0.887578
3.220628,1.379687,-0.978729,-0.077515,0.189948
4.277615,1.559873,-0.421180,-0.906911,0.010923
4.261577,1.463230,-0.433178,-0.894891,0.107359
0.685506,0.426902,0.320518,0.262122,0.910253
5.114129,1.359689,0.382339,-0.899949,0.209543
5.820696,1.870922,0.854940,-0.426233,-0.295640
4.303140,0.596780,-0.223624,-0.515574,0.827149
2.484172,1.104624,-0.707106,0.545873,0.449470
1.980172,1.093274,-0.353511,0.814749,0.459580
5.313538,1.900454,0.535135,-0.780279,-0.323720
0.084383,0.141444,0.140471,0.011882,0.990014
6.164367,1.487154,0.989478,-0.118125,0.083544
1.306363,2.012958,0.236226,0.872412,-0.427894
3.206969,1.092631,-0.885944,-0.058002,0.460151
2.820759,0.699054,-0.610658,0.202930,0.765452
1.448461,2.493013,0.073713,0.599541,-0.796942
4.358477,1.548988,-0.346487,-0.937801,0.021807
2.069077,2.020058,-0.430492,0.791239,-0.434301
2.796281,1.428729,-0.931490,0.335080,0.141590
1.315618,1.004066,0.212955,0.816342,0.536877
5.174832,1.222336,0.419323,-0.841177,0.341451
1.853266,1.255118,-0.264956,0.912914,0.310461
5.608629,0.740006,0.526612,-0.421130,0.738464
0.667350,2.361755,0.552311,0.435193,-0.711028
2.211387,2.520048,-0.348017,0.466848,-0.812980
0.460452,0.762602,0.618859,0.306962,0.723041
5.287709,2.925986,0.116405,-0.179499,-0.976847
3.813418,2.191510,-0.636687,-0.506313,-0.581616
0.635558,2.345908,0.574861,0.424053,-0.699796
0.957934,1.556277,0.575151,0.817919,0.014519
0.752947,1.066130,0.638712,0.598548,0.483515
3.727344,2.489231,-0.505865,-0.335601,-0.794652
0.506782,1.964446,0.807440,0.448243,-0.383561
5.146965,2.456638,0.266357,-0.573834,-0.774448
1.386056,0.699688,0.118293,0.633021,0.765043
4.378798,0.989574,-0.273670,-0.789717,0.549046
5.703395,0.633283,0.495082,-0.324214,0.806089
3.435600,2.060155,-0.844761,-0.255778,-0.470060
5.106308,2.372397,0.266962,-0.642286,-0.718470
3.623963,1.242158,-0.838487,-0.439054,0.322755
3.444061,1.799326,-0.929785,-0.290133,-0.226546
5.012294,1.421243,0.292132,-0.944701,0.148997
3.361797,1.896967,-0.924402,-0.206913,-0.320418
5.673122,1.972404,0.754398,-0.527334,-0.390899
0.754537,1.880266,0.693977,0.652413,-0.304554
1.719533,1.968780,-0.136607,0.911666,-0.387561
2.774752,0.703298,-0.603706,0.231964,0.762713
1.744626,1.766207,-0.169664,0.966184,-0.194170
3.770575,2.167017,-0.669109,-0.486815,-0.561519
0.577342,2.360723,0.589807,0.384186,-0.710302
4.415904,2.057332,-0.258258,-0.845390,-0.467567
2.493133,1.385688,-0.783399,0.593641,0.184053
1.605967,2.383461,-0.024177,0.687141,-0.726122
4.924340,0.702102,0.135861,-0.631372,0.763486
5.398673,0.644595,0.380754,-0.464841,0.799343
0.391617,2.064985,0.813705,0.336017,-0.474317
1.602288,1.042562,-0.027194,0.863270,0.504009
1.557381,2.196781,0.010871,0.810314,-0.585895
4.976039,1.411399,0.257302,-0.953206,0.158723
1.223387,1.809598,0.330802,0.913575,-0.236539
5.671687,1.309656,0.791029,-0.554631,0.258182
3.196643,1.870704,-0.953917,-0.052567,-0.295432
0.469191,1.792926,0.870020,0.441055,-0.220307
5.964896,0.624111,0.555024,-0.182876,0.811483
1.899515,1.208595,-0.301885,0.885050,0.354334
2.151769,1.110350,-0.491678,0.748871,0.444348
0.934600,1.759687,0.583572,0.790055,-0.187769
1.788193,1.953131,-0.200114,0.905958,-0.373088
0.857854,2.358903,0.461238,0.533434,-0.709019
5.256818,1.398610,0.510271,-0.842774,0.171337
5.756121,0.839608,0.643360,-0.374423,0.667754
0.167334,2.013758,0.890867,0.150479,-0.428617
6.051824,1.460840,0.967477,-0.227918,0.109735
5.324761,0.529301,0.290239,-0.413177,0.863160
5.448477,1.153015,0.613648,-0.677360,0.405733
0.676927,1.447219,0.773557,0.621624,0.123263
5.202244,0.535891,0.240240,-0.450561,0.859814
0.677386,2.504629,0.463443,0.372769,-0.803906
5.497410,2.482089,0.433099,-0.433425,-0.790296
5.057771,1.851228,0.325331,-0.904189,-0.276771
4.809163,1.909031,0.091148,-0.938928,-0.331822
4.219567,1.100417,-0.421732,-0.785322,0.453224
4.299838,0.954351,-0.327148,-0.747482,0.578138
0.434367,2.176101,0.745965,0.346066,-0.569013
1.021708,2.183989,0.426826,0.697596,-0.575482
0.853327,1.471865,0.654265,0.749788,0.098770
0.351105,1.429761,0.929670,0.340521,0.140568
4.755935,1.103916,0.038873,-0.892130,0.450102
1.585253,2.074752,-0.012659,0.875588,-0.482893
2.480840,1.775507,-0.773045,0.600897,-0.203284
2.916544,1.056210,-0.848545,0.194255,0.492175
5.238397,2.398753,0.339601,-0.584948,-0.736551
3.639083,2.265786,-0.674958,-0.366535,-0.640377
4.621490,0.593394,-0.050759,-0.556870,0.829048
3.089036,1.453753,-0.991787,0.052173,0.116776
2.907235,0.800255,-0.697919,0.166624,0.696524
5.935579,2.142059,0.790906,-0.286560,-0.540695
5.514523,1.512893,0.717637,-0.694009,0.057871
2.819041,1.157169,-0.868447,0.290256,0.401934
1.566188,0.490199,0.002170,0.470797,0.882239
1.557772,1.229966,0.012275,0.942397,0.334270
1.512955,1.763785,0.056736,0.979794,-0.191793
6.215009,1.600876,0.997226,-0.068093,-0.030075
1.524934,1.174546,0.042294,0.921545,0.385962
4.193125,0.897873,-0.388062,-0.678923,0.623275
1.942310,2.243819,-0.283865,0.728596,-0.623353
0.601416,1.775246,0.807363,0.554026,-0.203028
5.591335,1.091402,0.683260,-0.566049,0.461242
4.358937,1.523610,-0.345753,-0.937139,0.047168
4.609392,0.665089,-0.063450,-0.613859,0.786862
4.426444,2.550978,-0.157074,-0.534260,-0.830598
5.545182,0.690969,0.471472,-0.428773,0.770629
1.796690,0.939982,-0.180873,0.787031,0.589803
1.561935,2.796547,0.002997,0.338227,-0.941060
0.402709,1.536179,0.919452,0.391677,0.034611
1.504398,1.128912,0.059977,0.901955,0.427644
2.332112,1.176163,-0.636849,0.668286,0.384470
0.473169,0.642361,0.533265,0.273010,0.800684
1.998371,2.095713,-0.358837,0.787461,-0.501141
3.761750,2.561930,-0.445745,-0.318327,-0.836647
3.630204,1.082380,-0.779744,-0.414516,0.469228
5.488923,1.328338,0.680313,-0.692482,0.240089
1.942995,1.036190,-0.312922,0.801553,0.509503
4.111428,1.190225,-0.524980,-0.765781,0.371451
4.251885,2.157336,-0.370123,-0.746101,-0.553482
5.109201,1.939195,0.360549,-0.860416,-0.360122
3.976118,0.802965,-0.483111,-0.533073,0.694576
5.257992,0.655092,0.316151,-0.520780,0.792992
0.054904,1.157123,0.914271,0.050247,0.401975
0.805692,0.526179,0.347853,0.362266,0.864732
1.000775,0.754716,0.369705,0.576763,0.728466
3.910624,2.600849,-0.369908,-0.357994,-0.857326
5.495174,1.702499,0.699149,-0.702812,-0.131322
6.165826,0.784903,0.701895,-0.082754,0.707457
3.113490,2.106359,-0.859642,0.024165,-0.510325
3.514814,2.306211,-0.690502,-0.270383,-0.670895
2.539466,0.826208,-0.606040,0.416510,0.677669
3.461321,2.936925,-0.192941,-0.063880,-0.979129
0.776558,1.380851,0.700500,0.688224,0.188805
5.764267,2.000894,0.789271,-0.450773,-0.416959
5.330051,1.078899,0.510468,-0.718579,0.472299
3.501789,0.379075,-0.346314,-0.130431,0.929007
3.468676,1.498870,-0.944535,-0.320452,0.071864
1.628626,1.538406,-0.057767,0.997805,0.032385
0.819103,0.865761,0.520071,0.556366,0.648061
5.701846,1.656446,0.832665,-0.547130,-0.085545
3.762047,0.508079,-0.395823,-0.282853,0.873681
6.044737,0.545541,0.504199,-0.122557,0.854847
2.255878,2.361360,-0.445095,0.544725,-0.710750
1.657560,0.965398,-0.071254,0.819183,0.569089
1.161597,2.230998,0.314269,0.724657,-0.613276
3.204195,2.336193,-0.719695,-0.045113,-0.692823
4.849849,2.724159,0.055553,-0.401591,-0.914133
4.506303,1.912886,-0.192774,-0.922121,-0.335456
4.559935,1.304230,-0.146500,-0.953492,0.263420
6.096178,1.340953,0.956726,-0.181030,0.227825
5.553047,1.032995,0.639904,-0.572821,0.512249
1.390029,0.807357,0.129887,0.710691,0.691410
3.307960,1.835672,-0.951799,-0.159826,-0.261789
0.984365,0.488499,0.259707,0.390891,0.883038
4.234440,0.694223,-0.294276,-0.568094,0.768551
0.774326,1.375811,0.701346,0.685984,0.193752
0.424004,1.233166,0.859991,0.388185,0.331252
2.968073,0.822292,-0.721704,0.126502,0.680544
1.785494,0.626653,-0.124942,0.572973,0.809995
0.740562,1.276106,0.706272,0.645618,0.290444
2.086369,1.226383,-0.464079,0.818918,0.337645
2.356874,1.178798,-0.653915,0.653027,0.382036
5.981160,1.126356,0.861985,-0.268557,0.429953
3.368167,1.912616,-0.918067,-0.211644,-0.335202
3.797952,2.521590,-0.460309,-0.354571,-0.813877
0.949895,2.669928,0.264338,0.369564,-0.890813
2.743196,1.588566,-0.921539,0.387880,-0.017769
3.658675,1.086214,-0.769186,-0.437432,0.465839
0.019825,1.596308,0.999478,0.019818,-0.025509
2.948402,2.769966,-0.356376,0.069718,-0.931738
5.296267,2.569794,0.298314,-0.451494,-0.840929
4.898719,1.755030,0.182119,-0.966060,-0.183193
6.051470,1.616667,0.972250,-0.229406,-0.045855
5.520707,0.999247,0.608195,-0.580936,0.540936
4.446240,1.042772,-0.227196,-0.833390,0.503828
4.072756,1.602282,-0.596605,-0.801917,-0.031481
5.490718,2.843459,0.206230,-0.209166,-0.955886
1.213997,1.556078,0.349239,0.936918,0.014718
4.946153,1.748355,0.227998,-0.957507,-0.176628
1.501820,1.254076,0.065493,0.948002,0.311451
3.314109,2.802629,-0.327574,-0.057079,-0.943100
2.638867,2.362919,-0.615438,0.338397,-0.711845
5.823999,1.504544,0.894447,-0.442247,0.066204
0.551934,2.600153,0.438844,0.270227,-0.856968
5.570549,2.427428,0.495590,-0.428250,-0.755640
1.087966,1.023145,0.396386,0.756153,0.520684
2.359256,1.872130,-0.677310,0.673175,-0.296794
0.102455,1.752476,0.978384,0.100592,-0.180681
2.551524,1.776378,-0.813405,0.544702,-0.204137
5.881583,1.325954,0.892984,-0.379236,0.242403
1.192399,1.445726,0.366546,0.921999,0.124744
0.391638,2.251409,0.718343,0.296654,-0.629269
3.207442,1.346006,-0.972728,-0.064146,0.222902
1.409249,0.677551,0.100832,0.618724,0.779110
4.156003,1.163734,-0.484967,-0.779782,0.395914
4.486520,2.250493,-0.174182,-0.758008,-0.628557
1.965262,2.089491,-0.333765,0.801771,-0.495747
3.355961,2.298340,-0.729716,-0.158869,-0.665038
5.347954,1.921189,0.557562,-0.755839,-0.343267
5.227015,0.955730,0.402005,-0.710949,0.577012
2.577728,1.684271,-0.839760,0.531020,-0.113231
3.501847,1.031065,-0.802779,-0.302401,0.513906
4.617163,0.918679,-0.075571,-0.791199,0.606871
0.550604,0.919947,0.677991,0.416244,0.605863
4.452008,2.212171,-0.206287,-0.774264,-0.598298
6.038200,0.633771,0.574505,-0.143630,0.805800
0.059739,0.374918,0.365543,0.021863,0.930537
1.734899,1.263247,-0.155701,0.940274,0.302724
1.455847,1.613838,0.114590,0.992481,-0.043028
4.233478,2.871633,-0.122895,-0.236689,-0.963782
4.302674,1.693068,-0.395374,-0.910386,-0.121967
1.404981,2.609356,0.083760,0.500502,-0.861674
0.100834,2.579159,0.530538,0.053678,-0.845960
2.175312,0.357074,-0.198663,0.287589,0.936924
5.816074,2.113982,0.764358,-0.385494,-0.516866
0.702263,2.002776,0.693257,0.586610,-0.418669
5.479971,0.825091,0.510111,-0.528619,0.678490
5.211473,1.324256,0.464150,-0.851472,0.244050
1.294418,2.140391,0.229792,0.810161,-0.539291
2.848438,2.788436,-0.331106,0.099945,-0.938285
3.018974,1.072452,-0.871780,0.107435,0.477972
4.841750,1.984791,0.118103,-0.907872,-0.402270
4.490181,0.265105,-0.057743,-0.255569,0.965065
0.415643,2.099094,0.790131,0.348730,-0.504064
3.225999,2.491349,-0.603225,-0.051037,-0.795937
4.236426,2.136745,-0.386753,-0.750262,-0.536217
1.756498,0.248436,-0.045400,0.241661,0.969298
0.516918,2.023162,0.781904,0.444494,-0.437095
0.185223,2.799283,0.329922,0.061818,-0.941982
3.242813,1.917402,-0.935717,-0.095039,-0.339707
3.645531,1.680098,-0.870462,-0.479996,-0.109085
1.876464,1.287356,-0.288923,0.915595,0.279660
0.393873,2.130112,0.782716,0.325289,-0.530606
3.387710,1.719167,-0.959210,-0.240963,-0.147827
2.931827,0.654091,-0.595101,0.126695,0.793601
0.935723,1.825537,0.574092,0.779049,-0.251994
2.872932,1.650190,-0.961090,0.264604,-0.079310
1.623938,2.570311,-0.028721,0.539947,-0.841209
5.026655,1.305819,0.298329,-0.917831,0.261888
5.122963,2.448379,0.255053,-0.585905,-0.769196
1.126210,2.383933,0.295564,0.620418,-0.726446
